Employee ID,Tools and Software Usage,System Downtime,Technical Support Requests,Survey Responses,Engagement Activity Participation,Internal Communication Metrics,Project Completion Rates,Hours Worked,Output Quality,Task Completion Time,Training Participation,Technology Utilization,Age,Gender,Tenure,Department,Job Role, Salary ,Performance Scores,Job Satisfaction Scores,Exit Reasons,,,,,,,,,,,,
177,6,3.5947,0,8,1,2,0.86,42,9,10,FALSE,3,53,Male,12,Sales,Manager," $40,000 ",3,1,Personal Reasons,,,,,,,,,,,,
178,4,2.3712,4,2,0,4,0.8,30,8,6,FALSE,6,45,Male,9,Sales,Manager," $40,000 ",2,9,Relocation,,,,,,,,,,,,
179,8,0.0000,8,6,0,3,1,48,10,11,TRUE,6,62,Female,23,HR,Assistant," $44,961 ",2,3,Higher Salary,,,,,,,,,,,,
180,1,5.0000,2,4,0,9,0.64,30,6,7,FALSE,7,33,Female,7,IT,Executive," $40,000 ",5,10,Relocation,,,,,,,,,,,,
181,10,0.2102,4,9,1,7,0.74,33,7,5,FALSE,1,60,Female,15,Marketing,Manager," $40,000 ",3,9,Personal Reasons,,,,,,,,,,,,
182,4,3.5148,2,10,1,2,0.75,39,9,9,FALSE,7,23,Female,13,HR,Manager," $40,000 ",5,1,Retirement,,,,,,,,,,,,
183,10,0.7702,2,2,0,6,0.84,32,7,6,FALSE,2,24,Female,10,IT,Manager," $40,000 ",4,1,Personal Reasons,,,,,,,,,,,,
184,5,3.3756,0,8,1,9,0.81,49,7,8,TRUE,6,58,Female,15,IT,Analyst," $40,000 ",2,9,Retirement,,,,,,,,,,,,
185,9,1.1465,1,1,0,3,1,38,4,8,FALSE,8,38,Male,12,Finance,Assistant," $40,000 ",5,6,Retirement,,,,,,,,,,,,
186,5,3.0924,1,6,2,6,0.7,32,6,3,TRUE,5,23,Female,12,Finance,Analyst," $40,000 ",2,4,Career Change,,,,,,,,,,,,
187,3,3.8565,8,10,2,3,0.83,35,8,8,TRUE,10,23,Female,8,HR,Assistant," $40,000 ",3,7,Higher Salary,,,,,,,,,,,,
188,4,3.4291,6,1,0,3,0.8,35,8,8,TRUE,3,49,Male,18,Finance,Manager," $40,000 ",1,5,Personal Reasons,,,,,,,,,,,,
189,10,0.0000,7,2,1,4,1,41,10,8,TRUE,8,44,Female,15,IT,Executive," $40,000 ",5,10,Retirement,,,,,,,,,,,,
190,7,0.8281,1,3,1,9,0.75,30,8,2,TRUE,8,58,Female,20,Finance,Clerk," $51,391 ",5,7,Personal Reasons,,,,,,,,,,,,
191,1,5.0000,8,9,2,8,0.83,45,9,11,FALSE,4,53,Male,16,Sales,Clerk," $40,000 ",2,8,Personal Reasons,,,,,,,,,,,,
192,6,2.5936,2,5,1,1,0.62,34,6,7,TRUE,8,54,Male,16,Finance,Manager," $40,000 ",3,8,Retirement,,,,,,,,,,,,
193,8,0.0000,9,10,0,1,0.85,38,8,7,TRUE,5,22,Male,7,IT,Analyst," $40,000 ",4,1,N/A,,,,,,,,,,,,
194,1,4.2060,1,10,3,7,1,39,10,7,TRUE,5,40,Female,14,HR,Executive," $40,000 ",3,8,Relocation,,,,,,,,,,,,
195,8,0.6655,0,2,0,3,0.58,42,6,7,FALSE,3,23,Male,6,Marketing,Assistant," $40,000 ",5,6,Higher Salary,,,,,,,,,,,,
196,7,1.2610,8,10,2,7,0.92,44,10,8,TRUE,7,47,Female,14,Finance,Manager," $40,000 ",4,4,Higher Salary,,,,,,,,,,,,
197,1,4.7617,7,5,1,9,0.85,41,6,9,FALSE,9,53,Female,14,IT,Executive," $40,000 ",3,8,N/A,,,,,,,,,,,,
198,9,0.5410,3,5,2,3,0.89,34,10,5,TRUE,9,27,Female,8,Marketing,Executive," $40,000 ",1,3,Career Change,,,,,,,,,,,,
199,3,3.9039,6,1,0,3,0.71,34,7,6,TRUE,1,53,Female,12,Marketing,Assistant," $40,000 ",2,4,N/A,,,,,,,,,,,,
200,2,3.1443,2,3,0,2,0.88,47,8,9,FALSE,1,25,Male,15,Sales,Executive," $40,000 ",3,6,Career Change,,,,,,,,,,,,
201,7,1.8948,2,5,0,10,1,41,5,7,FALSE,10,32,Male,7,Marketing,Analyst," $40,000 ",3,7,Career Change,,,,,,,,,,,,
202,3,3.6130,3,9,0,1,0.54,32,6,5,FALSE,5,38,Female,10,IT,Analyst," $40,000 ",1,4,N/A,,,,,,,,,,,,
203,1,3.7647,1,10,0,9,0.5,36,6,6,TRUE,1,59,Male,15,IT,Analyst," $40,000 ",5,4,Higher Salary,,,,,,,,,,,,
204,10,0.3278,9,1,0,6,0.5,46,5,9,FALSE,4,45,Female,15,Finance,Executive," $40,000 ",2,7,Relocation,,,,,,,,,,,,
205,3,3.5707,3,8,2,6,0.79,48,7,7,FALSE,1,26,Female,7,Finance,Analyst," $40,000 ",3,6,Higher Salary,,,,,,,,,,,,
206,6,2.3582,9,1,2,8,0.96,47,9,9,FALSE,2,55,Female,13,Finance,Assistant," $40,000 ",4,8,Higher Salary,,,,,,,,,,,,
207,3,3.5893,2,9,3,5,0.5,30,2,9,FALSE,2,27,Male,10,Marketing,Executive," $40,000 ",3,1,Higher Salary,,,,,,,,,,,,
208,5,2.8243,7,6,0,9,0.57,34,5,6,FALSE,4,43,Female,15,Marketing,Clerk," $40,000 ",2,10,N/A,,,,,,,,,,,,
209,9,1.0359,1,1,0,5,0.63,31,5,4,TRUE,8,32,Female,9,Sales,Executive," $40,000 ",3,7,N/A,,,,,,,,,,,,
210,7,2.2080,8,8,2,2,0.5,30,4,3,FALSE,2,37,Male,9,Finance,Assistant," $40,000 ",1,7,N/A,,,,,,,,,,,,
211,2,4.1725,2,5,1,6,0.68,36,8,4,TRUE,9,54,Male,22,HR,Clerk," $42,532 ",3,7,Higher Salary,,,,,,,,,,,,
212,1,3.4818,3,7,1,9,0.64,40,6,11,FALSE,9,30,Male,10,Sales,Executive," $40,000 ",3,7,Relocation,,,,,,,,,,,,
213,7,0.8763,9,7,1,3,0.7,40,8,10,FALSE,2,27,Male,4,HR,Analyst," $40,000 ",4,10,Career Change,,,,,,,,,,,,
214,4,4.5792,9,7,2,10,0.67,47,8,6,TRUE,1,37,Female,15,Marketing,Manager," $40,000 ",1,10,Personal Reasons,,,,,,,,,,,,
215,7,1.9291,2,6,0,4,0.92,46,8,9,TRUE,10,50,Male,12,Sales,Manager," $40,000 ",1,8,Career Change,,,,,,,,,,,,
216,6,2.6383,2,8,2,10,0.93,31,9,8,TRUE,10,24,Female,15,Sales,Analyst," $40,000 ",3,9,Career Change,,,,,,,,,,,,
217,7,3.0623,7,9,2,8,0.7,36,7,7,TRUE,9,41,Male,12,IT,Manager," $40,000 ",4,9,Personal Reasons,,,,,,,,,,,,
218,4,2.7247,7,2,0,6,0.7,36,7,6,FALSE,2,57,Male,20,Marketing,Manager," $41,741 ",3,2,Higher Salary,,,,,,,,,,,,
219,3,3.5961,5,7,2,7,0.59,39,6,12,TRUE,8,40,Male,5,Marketing,Analyst," $40,000 ",3,7,Relocation,,,,,,,,,,,,
220,5,0.4771,3,2,0,7,0.82,32,7,2,FALSE,3,47,Male,10,Sales,Analyst," $40,000 ",2,7,Relocation,,,,,,,,,,,,
221,3,3.8340,0,6,0,4,0.75,41,9,13,FALSE,1,24,Male,11,Marketing,Executive," $40,000 ",2,4,Career Change,,,,,,,,,,,,
222,3,4.2762,3,2,0,6,0.54,32,7,6,FALSE,1,40,Male,12,Sales,Executive," $40,000 ",4,9,Personal Reasons,,,,,,,,,,,,
223,4,3.8729,7,10,0,9,0.5,40,5,10,TRUE,10,41,Female,18,IT,Analyst," $40,000 ",5,8,Retirement,,,,,,,,,,,,
224,8,1.4516,5,6,1,3,0.73,41,7,5,TRUE,2,53,Male,17,Sales,Assistant," $40,000 ",2,1,Higher Salary,,,,,,,,,,,,
225,2,3.4097,1,2,1,8,1,33,9,5,TRUE,7,28,Male,8,Marketing,Manager," $40,000 ",5,2,Career Change,,,,,,,,,,,,
226,4,2.2951,2,1,0,7,0.79,45,7,6,FALSE,6,62,Male,23,Marketing,Executive," $48,878 ",1,2,Relocation,,,,,,,,,,,,
227,3,0.5738,6,7,0,4,1,49,10,9,TRUE,2,54,Male,19,Sales,Manager," $43,381 ",2,8,N/A,,,,,,,,,,,,
228,7,2.7066,3,3,0,10,0.79,47,8,10,TRUE,4,61,Female,17,Sales,Clerk," $40,000 ",2,1,N/A,,,,,,,,,,,,
229,2,3.9138,3,4,0,3,0.5,33,6,8,FALSE,2,60,Male,14,Sales,Analyst," $40,000 ",4,4,Personal Reasons,,,,,,,,,,,,
230,1,5.0000,4,6,1,7,0.65,35,6,3,TRUE,1,39,Male,4,Finance,Assistant," $40,000 ",5,10,Personal Reasons,,,,,,,,,,,,
231,10,0.0000,7,5,2,10,0.9,44,7,9,FALSE,3,61,Male,16,Marketing,Clerk," $40,000 ",2,5,Career Change,,,,,,,,,,,,
232,1,3.1168,6,4,2,9,0.5,30,4,7,TRUE,4,22,Male,3,Marketing,Clerk," $40,000 ",2,9,Retirement,,,,,,,,,,,,
233,6,1.1379,8,9,2,10,0.5,32,4,8,TRUE,10,32,Female,17,Finance,Clerk," $40,000 ",4,7,Relocation,,,,,,,,,,,,
234,3,4.7076,4,6,1,3,0.68,34,7,5,TRUE,5,49,Male,12,Sales,Analyst," $40,000 ",4,8,Career Change,,,,,,,,,,,,
235,7,0.8153,0,6,0,10,1,46,10,8,TRUE,5,46,Female,11,IT,Executive," $40,000 ",5,9,Retirement,,,,,,,,,,,,
236,8,3.1134,3,2,2,9,0.81,43,8,8,TRUE,7,44,Male,8,Sales,Analyst," $40,000 ",1,7,Personal Reasons,,,,,,,,,,,,
237,5,4.8799,5,6,0,8,0.79,38,7,7,FALSE,10,52,Female,14,Sales,Executive," $40,000 ",1,5,N/A,,,,,,,,,,,,
238,5,2.7491,5,7,1,3,0.8,32,8,9,TRUE,8,51,Female,13,Finance,Clerk," $40,000 ",3,5,Higher Salary,,,,,,,,,,,,
239,2,3.3893,8,8,2,8,0.78,42,8,5,TRUE,9,63,Male,24,Marketing,Clerk," $52,044 ",2,10,N/A,,,,,,,,,,,,
240,8,0.6518,9,8,1,4,0.52,32,5,4,TRUE,7,56,Male,17,Sales,Assistant," $40,000 ",5,6,Relocation,,,,,,,,,,,,
241,10,0.0000,4,9,2,6,0.55,40,6,5,TRUE,5,28,Female,8,Marketing,Executive," $40,000 ",2,5,Relocation,,,,,,,,,,,,
242,1,4.3907,4,10,2,10,0.97,31,8,7,TRUE,9,37,Female,10,HR,Clerk," $40,000 ",5,9,N/A,,,,,,,,,,,,
243,10,0.1069,5,3,1,2,0.88,44,8,11,TRUE,8,47,Male,16,Marketing,Manager," $40,000 ",5,3,N/A,,,,,,,,,,,,
244,9,0.0000,5,10,2,8,0.59,42,7,5,TRUE,10,23,Female,5,IT,Assistant," $40,000 ",5,3,Retirement,,,,,,,,,,,,
245,1,4.8741,2,7,1,9,0.73,48,8,9,FALSE,9,22,Female,8,IT,Analyst," $40,000 ",2,7,Career Change,,,,,,,,,,,,
246,1,4.1113,5,7,1,7,1,45,5,11,FALSE,10,33,Female,14,Sales,Assistant," $40,000 ",4,7,Personal Reasons,,,,,,,,,,,,
247,1,4.0510,7,1,0,8,0.82,47,8,10,TRUE,8,26,Male,9,Marketing,Manager," $40,000 ",2,6,Retirement,,,,,,,,,,,,
248,7,2.4718,5,8,0,7,0.93,36,9,8,FALSE,6,58,Female,16,Sales,Executive," $40,000 ",5,3,Higher Salary,,,,,,,,,,,,
249,4,2.6125,4,4,0,10,0.68,42,7,6,TRUE,4,53,Female,13,Finance,Analyst," $40,000 ",3,7,N/A,,,,,,,,,,,,
250,7,0.0000,2,5,1,4,0.5,33,4,8,FALSE,9,30,Female,8,IT,Analyst," $40,000 ",1,5,Higher Salary,,,,,,,,,,,,
251,5,1.3634,0,6,0,1,0.58,38,6,7,TRUE,9,62,Male,20,Sales,Executive," $40,000 ",5,7,Higher Salary,,,,,,,,,,,,
252,7,2.3393,4,3,0,3,0.76,39,7,9,TRUE,10,56,Male,12,Finance,Assistant," $40,000 ",3,2,Retirement,,,,,,,,,,,,
253,10,0.0000,5,5,0,7,0.78,38,7,8,FALSE,10,40,Female,14,Sales,Clerk," $40,000 ",4,6,Personal Reasons,,,,,,,,,,,,
254,7,0.8107,5,10,1,7,0.76,36,6,5,TRUE,9,37,Male,11,Marketing,Assistant," $40,000 ",5,8,Relocation,,,,,,,,,,,,
255,4,2.5758,5,5,0,3,0.75,44,8,9,FALSE,10,24,Female,6,Marketing,Manager," $40,000 ",3,1,Career Change,,,,,,,,,,,,
256,2,4.0972,2,1,0,1,0.5,37,5,9,TRUE,3,41,Male,10,Marketing,Clerk," $40,000 ",5,4,Relocation,,,,,,,,,,,,
257,8,0.3173,3,3,0,10,0.78,48,9,8,TRUE,3,45,Male,12,Marketing,Assistant," $40,000 ",2,1,Personal Reasons,,,,,,,,,,,,
258,2,3.8882,2,3,0,9,1,40,9,8,TRUE,6,54,Female,17,HR,Executive," $40,000 ",3,1,Relocation,,,,,,,,,,,,
259,9,0.4804,1,1,0,6,0.5,34,3,4,TRUE,6,45,Male,13,Finance,Manager," $40,000 ",2,10,N/A,,,,,,,,,,,,
260,5,2.6331,7,7,0,7,0.97,31,8,7,FALSE,6,32,Male,8,Finance,Manager," $40,000 ",2,8,N/A,,,,,,,,,,,,
261,9,0.0000,6,1,0,1,0.5,39,1,7,TRUE,5,29,Male,10,Marketing,Manager," $40,000 ",3,7,Retirement,,,,,,,,,,,,
262,9,0.0000,7,7,2,1,0.94,45,9,10,FALSE,5,57,Female,18,HR,Clerk," $41,418 ",1,10,Higher Salary,,,,,,,,,,,,
263,8,1.1494,5,4,0,4,0.88,42,9,9,FALSE,2,59,Male,13,Marketing,Analyst," $40,000 ",3,1,Personal Reasons,,,,,,,,,,,,
264,8,2.5190,6,9,3,7,0.6,37,6,6,TRUE,7,61,Male,20,HR,Clerk," $40,000 ",1,2,Personal Reasons,,,,,,,,,,,,
265,4,2.9639,0,7,0,8,0.5,38,3,5,TRUE,4,41,Female,19,Marketing,Assistant," $40,000 ",5,4,Relocation,,,,,,,,,,,,
266,4,3.7179,9,5,0,10,0.54,40,7,5,FALSE,3,56,Male,18,IT,Analyst," $41,255 ",5,1,Retirement,,,,,,,,,,,,
267,2,4.4736,4,7,0,9,0.73,40,8,6,FALSE,8,46,Male,8,IT,Assistant," $40,000 ",3,3,Relocation,,,,,,,,,,,,
268,4,3.1249,3,9,1,1,0.52,45,6,10,TRUE,4,56,Male,17,Sales,Analyst," $40,000 ",5,8,Relocation,,,,,,,,,,,,
269,4,4.0603,9,10,3,4,0.64,39,6,4,FALSE,4,46,Male,8,Marketing,Clerk," $40,000 ",4,8,Personal Reasons,,,,,,,,,,,,
270,6,3.6103,2,6,0,4,1,41,8,6,FALSE,8,50,Male,24,Finance,Manager," $41,107 ",2,8,Relocation,,,,,,,,,,,,
271,3,3.2080,1,1,0,3,0.76,35,7,8,FALSE,1,39,Female,18,Sales,Executive," $40,000 ",2,6,Higher Salary,,,,,,,,,,,,
272,2,3.9732,8,6,1,7,0.52,41,5,10,TRUE,9,39,Female,9,IT,Manager," $40,000 ",1,6,Relocation,,,,,,,,,,,,
273,8,1.0114,7,1,0,1,0.91,39,8,5,FALSE,7,23,Male,1,Marketing,Clerk," $40,000 ",5,5,Higher Salary,,,,,,,,,,,,
274,2,3.4892,9,4,0,9,0.63,47,7,7,FALSE,2,56,Male,14,Sales,Analyst," $40,000 ",1,9,Personal Reasons,,,,,,,,,,,,
275,8,1.6595,1,8,2,8,0.71,47,7,12,FALSE,6,37,Male,10,Marketing,Manager," $40,000 ",2,4,Retirement,,,,,,,,,,,,
276,7,1.1675,5,5,0,2,0.71,33,6,6,FALSE,8,62,Female,13,IT,Clerk," $40,000 ",2,10,N/A,,,,,,,,,,,,
277,3,2.1626,2,5,0,2,0.79,38,7,5,TRUE,5,57,Female,16,Sales,Assistant," $40,000 ",5,7,Higher Salary,,,,,,,,,,,,
278,6,2.2547,2,10,2,8,0.5,36,6,9,TRUE,6,54,Male,15,IT,Executive," $40,000 ",4,1,Retirement,,,,,,,,,,,,
279,6,0.1006,4,8,3,1,0.7,47,8,10,FALSE,10,25,Male,7,HR,Manager," $40,000 ",4,9,Retirement,,,,,,,,,,,,
280,10,0.0000,6,8,2,7,0.59,37,6,8,FALSE,8,54,Female,16,IT,Analyst," $40,000 ",5,7,Higher Salary,,,,,,,,,,,,
281,5,3.3524,6,1,0,9,0.58,40,6,6,FALSE,6,35,Male,7,Marketing,Assistant," $40,000 ",5,10,Personal Reasons,,,,,,,,,,,,
282,8,0.1503,9,5,0,3,0.89,36,9,7,TRUE,9,42,Female,10,Finance,Clerk," $40,000 ",1,9,Career Change,,,,,,,,,,,,
283,5,2.6126,0,5,1,7,0.5,38,4,10,TRUE,9,41,Female,12,IT,Executive," $40,000 ",5,7,Retirement,,,,,,,,,,,,
284,7,0.4474,6,8,0,6,0.63,37,6,8,FALSE,9,29,Male,6,Finance,Analyst," $40,000 ",4,2,Retirement,,,,,,,,,,,,
285,6,1.5867,6,1,1,7,0.5,32,3,8,FALSE,6,28,Female,11,HR,Clerk," $40,000 ",5,6,Personal Reasons,,,,,,,,,,,,
286,7,1.8278,5,7,0,7,1,46,10,12,TRUE,9,24,Male,7,Sales,Clerk," $40,000 ",1,10,Personal Reasons,,,,,,,,,,,,
287,9,0.0000,5,7,0,10,0.61,31,5,7,FALSE,3,38,Male,16,Sales,Manager," $40,000 ",1,4,Relocation,,,,,,,,,,,,
288,3,3.9994,1,9,0,1,0.5,44,6,7,FALSE,5,54,Male,18,Finance,Manager," $41,983 ",1,3,Personal Reasons,,,,,,,,,,,,
289,10,2.1656,2,2,0,3,0.86,43,9,10,TRUE,2,33,Male,13,Sales,Analyst," $40,000 ",1,2,Retirement,,,,,,,,,,,,
290,7,0.6194,2,3,0,10,0.5,47,4,7,TRUE,8,43,Male,13,IT,Clerk," $40,000 ",3,6,Higher Salary,,,,,,,,,,,,
291,10,0.0000,2,4,2,1,0.95,45,9,8,TRUE,4,43,Male,13,Finance,Manager," $40,000 ",5,8,Career Change,,,,,,,,,,,,
292,3,2.2163,1,1,0,5,1,49,10,10,TRUE,6,51,Female,20,Marketing,Executive," $40,709 ",2,6,Relocation,,,,,,,,,,,,
293,2,4.8817,8,7,0,3,0.61,33,6,1,TRUE,6,59,Female,16,IT,Executive," $40,000 ",5,9,Higher Salary,,,,,,,,,,,,
294,7,1.7472,5,10,2,1,0.89,49,8,10,FALSE,5,59,Female,19,IT,Clerk," $40,000 ",3,5,Career Change,,,,,,,,,,,,
295,4,3.3600,1,3,0,2,0.5,35,4,7,TRUE,1,29,Female,7,IT,Manager," $40,000 ",1,2,Career Change,,,,,,,,,,,,
296,1,3.5662,2,3,0,10,0.94,35,9,4,TRUE,7,48,Male,13,Marketing,Analyst," $40,000 ",3,8,Career Change,,,,,,,,,,,,
297,6,1.3491,9,3,0,5,1,40,9,8,TRUE,10,48,Female,10,HR,Analyst," $40,000 ",4,9,N/A,,,,,,,,,,,,
298,6,1.7852,5,8,0,3,0.78,46,7,9,TRUE,8,55,Female,14,Sales,Analyst," $40,000 ",4,10,Higher Salary,,,,,,,,,,,,
299,6,1.7788,3,9,2,6,0.5,32,5,6,TRUE,1,42,Female,9,Finance,Executive," $40,000 ",5,4,Relocation,,,,,,,,,,,,
300,2,5.0000,6,10,4,9,0.97,42,10,10,TRUE,10,51,Male,17,HR,Manager," $40,000 ",5,6,Relocation,,,,,,,,,,,,
301,1,3.7313,5,2,0,6,0.74,32,7,8,FALSE,7,54,Female,19,Finance,Manager," $40,000 ",2,10,Career Change,,,,,,,,,,,,
302,3,2.7109,5,10,1,2,0.56,45,5,10,TRUE,4,49,Male,14,Sales,Executive," $40,000 ",2,8,Higher Salary,,,,,,,,,,,,
303,2,1.7089,2,10,1,2,0.77,44,8,6,FALSE,6,54,Female,16,Marketing,Analyst," $40,000 ",4,9,N/A,,,,,,,,,,,,
304,6,1.5292,7,1,0,8,0.64,40,7,7,FALSE,9,26,Male,7,IT,Analyst," $40,000 ",1,5,Career Change,,,,,,,,,,,,
305,6,1.3675,8,9,2,8,0.91,47,9,11,TRUE,5,40,Male,9,IT,Clerk," $40,000 ",3,6,Personal Reasons,,,,,,,,,,,,
306,5,2.0224,5,6,0,6,0.69,44,8,8,TRUE,8,25,Female,10,Marketing,Assistant," $40,000 ",2,4,Relocation,,,,,,,,,,,,
307,10,0.6967,1,9,2,10,0.61,34,5,9,FALSE,5,56,Male,18,HR,Manager," $40,000 ",2,5,Retirement,,,,,,,,,,,,
308,10,0.0000,0,6,3,7,1,45,8,10,FALSE,2,38,Male,5,HR,Manager," $40,000 ",1,7,Career Change,,,,,,,,,,,,
309,5,2.5557,2,2,0,1,0.84,45,8,12,FALSE,4,49,Female,13,Finance,Manager," $40,000 ",1,9,Personal Reasons,,,,,,,,,,,,
310,9,0.6930,2,1,0,9,1,46,10,7,TRUE,2,51,Female,12,Marketing,Assistant," $40,000 ",5,10,Relocation,,,,,,,,,,,,
311,5,2.6348,7,8,1,5,0.79,38,7,7,FALSE,7,50,Female,13,HR,Clerk," $40,000 ",3,6,N/A,,,,,,,,,,,,
312,10,0.0659,4,3,1,9,0.68,32,6,6,TRUE,7,27,Male,6,Marketing,Assistant," $40,000 ",1,6,Higher Salary,,,,,,,,,,,,
313,6,2.4864,0,1,1,2,1,49,10,11,TRUE,3,56,Male,16,Sales,Analyst," $40,000 ",2,8,Relocation,,,,,,,,,,,,
314,4,2.7848,3,8,2,8,0.5,42,5,6,FALSE,7,62,Male,17,IT,Analyst," $40,000 ",2,4,Higher Salary,,,,,,,,,,,,
315,10,0.0966,6,1,0,7,0.54,32,6,3,TRUE,1,58,Female,16,IT,Manager," $40,000 ",4,3,Higher Salary,,,,,,,,,,,,
316,1,4.6817,4,8,0,4,0.52,36,5,7,TRUE,1,45,Male,16,IT,Executive," $40,000 ",1,7,N/A,,,,,,,,,,,,
317,4,2.5102,9,1,0,3,0.83,35,8,6,FALSE,9,50,Male,16,Marketing,Manager," $40,000 ",5,5,N/A,,,,,,,,,,,,
318,2,3.9242,5,9,1,4,0.52,38,6,6,FALSE,6,52,Male,13,Marketing,Executive," $40,000 ",3,2,Career Change,,,,,,,,,,,,
319,10,0.5541,9,9,1,4,0.79,41,9,6,TRUE,5,56,Male,15,Finance,Assistant," $40,000 ",5,2,Career Change,,,,,,,,,,,,
320,3,4.2635,3,9,0,10,0.77,44,9,9,FALSE,6,54,Male,17,IT,Analyst," $40,000 ",2,6,Relocation,,,,,,,,,,,,
321,7,1.4016,1,3,0,10,1,49,10,7,TRUE,6,42,Male,14,Finance,Executive," $40,000 ",5,8,N/A,,,,,,,,,,,,
322,7,2.2466,8,4,1,8,0.7,32,7,6,FALSE,1,53,Male,14,IT,Assistant," $40,000 ",2,1,Personal Reasons,,,,,,,,,,,,
323,1,5.0000,1,5,0,4,0.69,39,7,6,FALSE,5,44,Female,12,Finance,Analyst," $40,000 ",2,6,Relocation,,,,,,,,,,,,
324,8,1.8045,1,6,0,5,0.5,30,3,4,FALSE,9,54,Female,21,Finance,Executive," $42,426 ",2,2,Retirement,,,,,,,,,,,,
325,7,1.2450,1,9,3,2,1,48,4,10,FALSE,4,24,Female,5,Sales,Manager," $40,000 ",2,2,Higher Salary,,,,,,,,,,,,
326,1,3.3065,0,4,2,4,1,48,10,10,TRUE,3,39,Male,17,Finance,Manager," $40,000 ",2,7,Higher Salary,,,,,,,,,,,,
327,8,0.6522,2,6,0,7,0.62,42,6,7,FALSE,1,46,Male,17,Marketing,Manager," $40,000 ",4,10,Career Change,,,,,,,,,,,,
328,2,3.1132,5,1,0,3,0.73,41,9,10,TRUE,2,63,Female,24,Finance,Assistant," $48,831 ",5,1,Personal Reasons,,,,,,,,,,,,
329,8,1.0697,6,2,3,1,0.5,30,3,4,TRUE,3,52,Male,13,IT,Manager," $40,000 ",4,6,N/A,,,,,,,,,,,,
330,3,3.3578,0,8,2,8,1,48,8,6,FALSE,4,24,Female,6,Finance,Clerk," $40,000 ",4,7,N/A,,,,,,,,,,,,
331,10,0.0000,4,4,0,8,0.77,45,9,6,FALSE,7,61,Male,16,HR,Analyst," $40,000 ",1,8,Career Change,,,,,,,,,,,,
332,7,0.6713,4,10,3,6,0.66,44,7,6,FALSE,6,45,Male,16,IT,Assistant," $40,000 ",1,7,Retirement,,,,,,,,,,,,
333,6,1.0630,0,7,1,7,0.69,45,9,6,FALSE,8,53,Female,14,HR,Manager," $40,000 ",1,6,Relocation,,,,,,,,,,,,
334,5,2.7642,3,4,1,10,0.88,40,9,12,FALSE,9,43,Female,15,IT,Analyst," $40,000 ",3,9,Relocation,,,,,,,,,,,,
335,10,0.0053,9,9,1,2,0.8,35,6,3,TRUE,6,44,Female,15,Marketing,Executive," $40,000 ",1,3,Personal Reasons,,,,,,,,,,,,
336,2,3.5943,0,9,2,5,0.65,40,6,9,FALSE,7,23,Female,6,Marketing,Manager," $40,000 ",5,6,Career Change,,,,,,,,,,,,
337,2,4.6064,0,4,1,7,0.5,32,3,6,TRUE,4,48,Female,18,Marketing,Analyst," $44,594 ",4,4,Career Change,,,,,,,,,,,,
338,1,5.0000,6,8,2,9,1,44,8,9,TRUE,2,63,Male,19,HR,Clerk," $40,000 ",5,2,Retirement,,,,,,,,,,,,
339,9,0.1035,6,6,0,1,0.5,30,3,4,TRUE,9,23,Male,9,Sales,Executive," $40,000 ",1,1,Relocation,,,,,,,,,,,,
340,8,0.0386,2,1,0,3,0.65,36,6,7,TRUE,9,47,Male,12,IT,Clerk," $40,000 ",3,1,Career Change,,,,,,,,,,,,
341,8,0.9448,6,7,0,6,0.51,30,5,4,FALSE,4,38,Female,9,Marketing,Analyst," $40,000 ",3,10,N/A,,,,,,,,,,,,
342,1,5.0000,2,1,0,7,0.98,46,10,11,FALSE,3,61,Female,20,IT,Clerk," $41,357 ",4,3,Personal Reasons,,,,,,,,,,,,
343,5,2.8307,1,3,1,6,0.78,38,7,9,TRUE,10,54,Female,17,HR,Analyst," $40,000 ",5,4,Relocation,,,,,,,,,,,,
344,6,4.0283,9,8,2,1,1,42,10,8,TRUE,6,30,Female,9,Sales,Analyst," $40,000 ",2,2,Retirement,,,,,,,,,,,,
345,2,4.3332,3,9,0,4,0.5,40,3,7,FALSE,3,64,Female,18,HR,Clerk," $40,000 ",5,1,Personal Reasons,,,,,,,,,,,,
346,10,1.1151,9,3,0,6,1,49,10,10,TRUE,1,60,Female,22,IT,Analyst," $49,710 ",1,4,Higher Salary,,,,,,,,,,,,
347,5,3.1996,2,1,0,8,0.51,35,6,7,FALSE,4,50,Male,11,Sales,Manager," $40,000 ",2,7,N/A,,,,,,,,,,,,
348,6,3.1657,6,1,1,10,0.59,30,4,8,TRUE,1,63,Male,15,Sales,Analyst," $40,000 ",3,10,Retirement,,,,,,,,,,,,
349,9,1.7810,0,7,0,4,0.68,36,7,9,FALSE,2,47,Male,16,HR,Assistant," $40,000 ",4,6,Personal Reasons,,,,,,,,,,,,
350,10,1.0041,5,5,0,7,0.69,41,7,8,TRUE,3,56,Male,19,Marketing,Analyst," $46,145 ",4,6,Career Change,,,,,,,,,,,,
351,1,3.8672,1,1,0,3,1,49,10,8,TRUE,8,46,Male,14,IT,Assistant," $40,000 ",3,9,Higher Salary,,,,,,,,,,,,
352,10,0.5098,7,6,1,8,0.88,48,9,11,TRUE,10,45,Female,12,Finance,Analyst," $40,000 ",1,2,Retirement,,,,,,,,,,,,
353,3,4.6079,4,6,2,1,0.93,46,7,8,FALSE,4,34,Female,11,Finance,Analyst," $40,000 ",3,4,Career Change,,,,,,,,,,,,
