Employee ID,Tools and Software Usage,System Downtime,Technical Support Requests,,
907,10,0,5,,
908,7,2.5499495779306267,3,,
909,2,3.8419271029087576,1,,
910,3,4.2615531754262115,9,,
911,9,0,2,,
912,9,0,2,,
913,2,3.9327400404751027,7,,
914,3,3.931748525390872,5,,
915,9,0,6,,
916,1,3.732524082185815,8,,
917,2,3.7454674102123615,0,,
918,2,5,1,,
919,10,0.2095877662029162,8,,
920,3,3.4219869255444104,4,,
921,10,0,3,,
922,3,3.186636848858231,0,,
923,10,0,8,,
924,2,2.658279711279885,8,,
925,8,0,3,,
926,8,0.40968015429281746,8,,
927,8,2.2577039911128596,9,,
928,2,2.813656764,0,,
929,9,0,4,,
930,7,1.755791278,0,,
931,5,2.4702609690438444,3,,
932,7,1.4344190286298217,4,,
933,8,1.4378223244303245,2,,
934,9,2.2480345371360055,1,,
935,2,5,5,,
936,6,2.9065072854978102,2,,
937,9,2.467830123,9,,
938,6,3.113266268792409,0,,
939,2,2.858800585091598,4,,
940,1,4.014081660540883,1,,
941,3,4.470984865,1,,
942,5,3.188223557827971,3,,
943,7,0.27081637405920134,3,,
944,10,0,3,,
945,10,0,6,,
946,3,2.325202306618369,0,,
947,9,1.2659040109460484,7,,
948,10,0,9,,
949,4,4.474350856024694,8,,
950,10,0.36432016284896207,9,,
951,2,3.971923465505451,5,,
952,3,5,3,,
953,5,1.9068838795996754,5,,
954,3,2.7397983673744686,9,,
955,5,1.4888809285556466,6,,
956,4,0.6657531026870611,5,,
957,10,0,0,,
958,3,3.564082876568843,4,,
959,6,3.6020830094994443,7,,
960,8,0.6080475683991517,7,,
961,4,2.440567154591924,9,,
962,9,1.8560122715994254,8,,
963,6,2.24008732,3,,
964,5,2.4888674072826555,9,,
965,3,2.970474556,5,,
966,5,1.6437585877034495,6,,
967,5,3.0365572838111947,4,,
968,4,2.7986391713155143,7,,
969,6,1.4262645177701345,2,,
970,3,3.681779232780107,7,,
971,10,0.421462297,4,,
972,1,3.7874205533899383,0,,
973,7,1.6777158662701455,5,,
974,7,2.6970856815502993,1,,
975,4,1.6269576706151985,6,,
976,9,1.5862916569979282,8,,
977,2,4.094506542,2,,
978,1,4.178236440536098,9,,
979,3,3.044791751898353,3,,
980,7,1.3303831932823584,3,,
981,9,3.4421258106806167,3,,
982,2,4.702513689823338,2,,
983,6,1.703709651516565,4,,
984,3,3.6090932082762537,8,,
985,5,1.9883336998340981,7,,
986,9,0,9,,
987,3,2.9933126204808147,1,,
988,1,5,8,,
989,5,3.0385026522226632,9,,
990,1,2.8685595982017356,1,,
991,8,1.1791091508538054,6,,
992,7,1.595408181766648,4,,
993,2,3.4901240170932404,6,,
994,9,0,4,,
995,5,3.4012642255798817,5,,
996,7,1.9961167781815239,7,,
997,4,4.603961751,0,,
998,1,4.796371894,0,,
999,8,0.43240663539103785,4,,
1000,1,4.864240482051279,0,,
